reason,customer_npi,customer_id,clinic_id,vendor,integration_type,result_enabled,msh06_receiving_facility,clinic_name,updated_at,id,collision_key,rows_in_key,distinct_customers,distinct_vendors
same_customer_duplicate_rows,1104007202,1139,71695,ATHENA,FULL_INTEGRATION,1,1139,East West Family Health dba RMP Family Health,2026-05-14 21:40:37,cmjxaq7q700c90xfq80l6pw4s,1104007202|71695,2,1,1
same_customer_duplicate_rows,1104007202,1139,71695,ATHENA,FULL_INTEGRATION,1,1139,East West Family Health dba RMP Family Health,2026-05-14 21:40:37,cmj99owbl000n0xj1ihadolhu,1104007202|71695,2,1,1
same_customer_duplicate_rows,1114189784,5106,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmjxapyxm00a10xfqw8fajpbh,1114189784|5759,2,1,1
same_customer_duplicate_rows,1114189784,5106,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmj98p9y600010xt5o7pufup6,1114189784|5759,2,1,1
same_customer_duplicate_rows,1124003249,5732,134440,POWER2PRACTICE,FULL_INTEGRATION,1,5732,Shakthi Health & Wellness Center,2026-05-14 21:40:37,cmj99p08v002v0xj1yj7yuks0,1124003249|134440,2,1,1
same_customer_duplicate_rows,1124003249,5732,134440,POWER2PRACTICE,FULL_INTEGRATION,1,5732,Shakthi Health & Wellness Center,2026-05-14 21:40:37,cmjxaqh1y00ep0xfqma4lms3l,1124003249|134440,2,1,1
same_customer_duplicate_rows,1124133681,5269,47954,MDHQ(Cerbo),FULL_INTEGRATION,1,5269,Colorado Concierge Functional Medicine,2026-05-14 21:40:37,cmj99il1300150xf1y34ty6vh,1124133681|47954,2,1,1
same_customer_duplicate_rows,1124133681,5269,47954,MDHQ(Cerbo),FULL_INTEGRATION,1,5269,Colorado Concierge Functional Medicine,2026-05-14 21:40:37,cmjxapae6003n0xfq2ytnu58d,1124133681|47954,2,1,1
multi_customer,1134304983,10655,11738,MDHQ(Cerbo),FULL_INTEGRATION,1,11738,Rezilir Health,2026-05-14 21:40:37,cmjxaqr8a00hb0xfqb3a9319h,1134304983|11738,2,2,1
multi_customer,1134304983,8221,11738,MDHQ(Cerbo),FULL_INTEGRATION,1,11738,Rezilir Health,2026-03-27 06:23:32,cmkzxxmsx81309062360f8f4d,1134304983|11738,2,2,1
multi_vendor,1144232299,8805,12944,OptiMantra,FULL_INTEGRATION,1,8805,Valhalla Wellness,2026-05-14 21:40:37,cmjklx8ej00ev0xfei1f9oz9z,1144232299|12944,2,1,2
multi_vendor,1144232299,8805,12944,MDHQ(Cerbo),FULL_INTEGRATION,1,8805,Valhalla Wellness,2026-02-16 08:41:31,cmkzxxmsx2641dbf59afc8eba,1144232299|12944,2,1,2
same_customer_duplicate_rows,1154433316,7227,9797,Practice Fusion,FULL_INTEGRATION,1,7227,Garabedian Medical Clinic,2026-05-14 21:40:37,cmj98e6no000v0xmuz7liza3w,1154433316|9797,2,1,1
same_customer_duplicate_rows,1154433316,7227,9797,Practice Fusion,FULL_INTEGRATION,1,7227,Garabedian Medical Clinic,2026-05-14 21:40:37,cmjxapru900870xfqupeekh2g,1154433316|9797,2,1,1
same_customer_duplicate_rows,1154554434,5891,48812,POWER2PRACTICE,FULL_INTEGRATION,1,5891,Amanda Carlile NP PLLC,2026-05-14 21:40:37,cmjxaqfs200ed0xfqf2i9opyq,1154554434|48812,2,1,1
same_customer_duplicate_rows,1154554434,5891,48812,POWER2PRACTICE,FULL_INTEGRATION,1,5891,Amanda Carlile NP PLLC,2026-05-14 21:40:37,cmj99oznw002j0xj1sf5t14oq,1154554434|48812,2,1,1
same_customer_duplicate_rows,1154594133,5086,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,5086,Be Well Family Care,2026-05-14 21:40:37,cmj99imgx001x0xf10ehjyrfj,1154594133|5744,2,1,1
same_customer_duplicate_rows,1154594133,5086,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,5086,Be Well Family Care,2026-05-14 21:40:37,cmjxapdeg004f0xfq0pt6p1ns,1154594133|5744,2,1,1
multi_customer,1194003582,11734,17147,,ORDER_ONLY,0,,Parsley Health (4),2026-06-11 23:53:05,cmqa5kvkq00260x969hrxlmft,1194003582|17147,2,2,1
multi_customer,1194003582,14942,17147,,ORDER_ONLY,0,,Parsley Health Virtual/Complete Care Anywhere,2026-06-11 23:53:05,cmqa5kvkr003g0x960m5e14cq,1194003582|17147,2,2,1
same_customer_duplicate_rows,1194240903,5152,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,5152,Carpathia Collaborative,2026-05-14 21:40:37,cmj99ijx5000j0xf1dts1rgov,1194240903|45311,2,1,1
same_customer_duplicate_rows,1194240903,5152,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,5152,Carpathia Collaborative,2026-05-14 21:40:37,cmjxap82200310xfqbq29ctny,1194240903|45311,2,1,1
same_customer_duplicate_rows,1194819227,9077,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmjxaq53000bl0xfq0oarlceh,1194819227|13505,2,1,1
same_customer_duplicate_rows,1194819227,9077,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmj99ova800030xj1u5k2vdtd,1194819227|13505,2,1,1
same_customer_duplicate_rows,1215067392,4769,134410,MDHQ(Cerbo),FULL_INTEGRATION,1,4769,"Kathleen Thomsen MD, MPH Inc",2026-05-14 21:40:37,cmjxapc3f00430xfq5vsayebj,1215067392|134410,2,1,1
same_customer_duplicate_rows,1215067392,4769,134410,MDHQ(Cerbo),FULL_INTEGRATION,1,4769,"Kathleen Thomsen MD, MPH Inc",2026-05-14 21:40:37,cmj99ilub001l0xf15r0dagdp,1215067392|134410,2,1,1
multi_vendor,1225281462,5784,7076,CharmEHR,FULL_INTEGRATION,1,P00047NFH071720,Natural Family Health Clinic,2026-05-14 21:40:37,cmjklx38i00bn0xfe7mvmeji9,1225281462|7076,2,1,2
multi_vendor,1225281462,5784,7076,OptiMantra,FULL_INTEGRATION,1,5784,Natural Family Health Clinic,2026-05-14 21:40:37,cmjklx3bl00bp0xfe4brjfzc8,1225281462|7076,2,1,2
same_customer_duplicate_rows,1245216365,10824,125143,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmj98pbi2000x0xt5nl80emrf,1245216365|125143,2,1,1
same_customer_duplicate_rows,1245216365,10824,125143,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmjxaq2h700ax0xfq2jcxmlf7,1245216365|125143,2,1,1
same_customer_duplicate_rows,1245354174,2434,2300,POWER2PRACTICE,FULL_INTEGRATION,1,2434,The Natural Path to Wellness,2026-05-14 21:40:37,cmj99oz9k002b0xj1gbaqc9wa,1245354174|2300,2,1,1
same_customer_duplicate_rows,1245354174,2434,2300,POWER2PRACTICE,FULL_INTEGRATION,1,2434,The Natural Path to Wellness,2026-05-14 21:40:37,cmjxaqexm00e50xfqs09crp4q,1245354174|2300,2,1,1
multi_customer,1245828383,46332,149877,FOLLOWTHATPATIENT,FULL_INTEGRATION,1,149877,Next Health,2026-06-01 16:44:46,cmnq8jrem000i7l0x7pql07fw,1245828383|149877,2,2,1
multi_customer,1245828383,47629,149877,FOLLOWTHATPATIENT,FULL_INTEGRATION,1,149877,Next Health,2026-06-01 16:44:46,cmnq8jrhg000j7l0xgsnngekr,1245828383|149877,2,2,1
same_customer_duplicate_rows,1255394334,8102,132841,MDHQ(Cerbo),FULL_INTEGRATION,1,8102,Full Spectrum Integrative Medicine,2026-05-14 21:40:37,cmj99im9m001t0xf1lvjlluda,1255394334|132841,2,1,1
same_customer_duplicate_rows,1255394334,8102,132841,MDHQ(Cerbo),FULL_INTEGRATION,1,8102,Full Spectrum Integrative Medicine,2026-05-14 21:40:37,cmjxapcyt004b0xfq8osgwhrr,1255394334|132841,2,1,1
same_customer_duplicate_rows,1275626376,5295,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,5295,Carpathia Collaborative,2026-05-14 21:40:37,cmj99ik0u000l0xf18xh4exgf,1275626376|45311,2,1,1
same_customer_duplicate_rows,1275626376,5295,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,5295,Carpathia Collaborative,2026-05-14 21:40:37,cmjxap89q00330xfqv6kj4zq2,1275626376|45311,2,1,1
same_customer_duplicate_rows,1275754053,5432,6377,POWER2PRACTICE,FULL_INTEGRATION,1,5432,OC Whole Family Wellness,2026-05-14 21:40:37,cmjxaqf5a00e70xfqxaovaj44,1275754053|6377,2,1,1
same_customer_duplicate_rows,1275754053,5432,6377,POWER2PRACTICE,FULL_INTEGRATION,1,5432,OC Whole Family Wellness,2026-05-14 21:40:37,cmj99ozd7002d0xj1q2l2302s,1275754053|6377,2,1,1
same_customer_duplicate_rows,1285851535,4274,134404,MDHQ(Cerbo),FULL_INTEGRATION,1,4274,Today's Integrative Health,2026-05-14 21:40:37,cmjxapbo6003z0xfq61xq71q2,1285851535|134404,2,1,1
same_customer_duplicate_rows,1285851535,4274,134404,MDHQ(Cerbo),FULL_INTEGRATION,1,4274,Today's Integrative Health,2026-05-14 21:40:37,cmj99iln3001h0xf14odsqgky,1285851535|134404,2,1,1
multi_customer,1295315695,25417,118238,ATHENA,FULL_INTEGRATION,1,25417,"Lindgren Functional Medicine, LLC",2026-05-14 21:40:37,cmjxaowve00050xfqxjwcs456,1295315695|118238,2,2,1
multi_customer,1295315695,27170,118238,ATHENA,FULL_INTEGRATION,1,27170,"Lindgren Functional Medicine, LLC",2026-05-14 21:40:37,cmjxaoxaq00090xfqo3qds2sb,1295315695|118238,2,2,1
same_customer_duplicate_rows,1306066915,7369,10100,MDHQ(Cerbo),FULL_INTEGRATION,1,7369,Erica Armstrong MD,2026-05-14 21:40:37,cmjxapbvx00410xfqisypvdfi,1306066915|10100,2,1,1
same_customer_duplicate_rows,1306066915,7369,10100,MDHQ(Cerbo),FULL_INTEGRATION,1,7369,Erica Armstrong MD,2026-05-14 21:40:37,cmj99ilql001j0xf14ytg6xz1,1306066915|10100,2,1,1
same_customer_duplicate_rows,1306264643,10831,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmj98pau2000j0xt5sefakitf,1306264643|5759,2,1,1
same_customer_duplicate_rows,1306264643,10831,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmjxaq0ue00aj0xfq5kdxgsbo,1306264643|5759,2,1,1
same_customer_duplicate_rows,1306396122,5972,48896,MDHQ(Cerbo),FULL_INTEGRATION,1,5972,Nancy O'Hara MD and Lindsay Wells ND,2026-05-14 21:40:37,cmjxap9jb003f0xfq2ja8idix,1306396122|48896,2,1,1
same_customer_duplicate_rows,1306396122,5972,48896,MDHQ(Cerbo),FULL_INTEGRATION,1,5972,Nancy O'Hara MD and Lindsay Wells ND,2026-05-14 21:40:37,cmj99ikm7000x0xf1ftn1iiib,1306396122|48896,2,1,1
same_customer_duplicate_rows,1306439922,15457,126159,POWER2PRACTICE,FULL_INTEGRATION,1,15457,Revive Health Services,2026-05-14 21:40:37,cmkzxxmsxa2cbde6f35cb43a2,1306439922|126159,2,1,1
same_customer_duplicate_rows,1306439922,15457,126159,POWER2PRACTICE,FULL_INTEGRATION,1,,Revive Health Services,2026-06-12 00:02:18,cmmcb6x79002kyn07hbf6ehb2,1306439922|126159,2,1,1
same_customer_duplicate_rows,1316923543,9084,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmjxaq67700bv0xfq7rfq2l37,1316923543|13505,2,1,1
same_customer_duplicate_rows,1316923543,9084,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmj99ovs6000d0xj1hhay95tv,1316923543|13505,2,1,1
same_customer_duplicate_rows,1326423815,9023,124202,Practice Fusion,FULL_INTEGRATION,1,9023,Northern Sun Family Healthcare,2026-05-14 21:40:37,cmjxaprmh00850xfqup5x0eue,1326423815|124202,2,1,1
same_customer_duplicate_rows,1326423815,9023,124202,Practice Fusion,FULL_INTEGRATION,1,9023,Northern Sun Family Healthcare,2026-05-14 21:40:37,cmj98e6kd000t0xmugr1s6ydk,1326423815|124202,2,1,1
same_customer_duplicate_rows,1326487596,7197,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,7197,Be Well Family Care,2026-05-14 21:40:37,cmjxape8u004n0xfqdkfwwpme,1326487596|5744,2,1,1
same_customer_duplicate_rows,1326487596,7197,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,7197,Be Well Family Care,2026-05-14 21:40:37,cmj99imvt00250xf1l1f5hrj7,1326487596|5744,2,1,1
multi_vendor,1336317726,8105,124500,PraxisEMR,FULL_INTEGRATION,1,8105,Causenta Wellness,2026-05-14 21:40:37,cmjklx7ad00e50xfeocgxr02q,1336317726|124500,2,1,2
multi_vendor,1336317726,8105,124500,MDHQ(Cerbo),FULL_INTEGRATION,1,8105,Causenta Wellness,2026-05-14 21:40:37,cmjklx7dl00e70xfeg04tmnw3,1336317726|124500,2,1,2
multi_customer,1356634760,18155,19583,MDHQ(Cerbo),FULL_INTEGRATION,1,19583,Alive + Well Austin,2026-05-04 18:43:27,cmoriz3n70000y40xhilr4lkn,1356634760|19583,2,2,1
multi_customer,1356634760,25467,19583,MDHQ(Cerbo),FULL_INTEGRATION,1,19583,Alive + Well Austin,2026-05-04 18:43:27,cmorj3zzi0000ka0xbslbgfbj,1356634760|19583,2,2,1
same_customer_duplicate_rows,1366869927,4316,4376,MDHQ(Cerbo),FULL_INTEGRATION,1,4316,The Wellness Institute of Dallas,2026-05-14 21:40:37,cmjxap8oy00370xfqk5bvghbg,1366869927|4376,2,1,1
same_customer_duplicate_rows,1366869927,4316,4376,MDHQ(Cerbo),FULL_INTEGRATION,1,4316,The Wellness Institute of Dallas,2026-05-14 21:40:37,cmj99ik83000p0xf1m4w1g1qq,1366869927|4376,2,1,1
same_customer_duplicate_rows,1376972539,1374,43316,ATHENA,FULL_INTEGRATION,1,1374,Vine Medical Associates,2026-05-14 21:40:37,cmj99owt2000x0xj14ntcy52e,1376972539|43316,2,1,1
same_customer_duplicate_rows,1376972539,1374,43316,ATHENA,FULL_INTEGRATION,1,1374,Vine Medical Associates,2026-05-14 21:40:37,cmjxaq8t600cj0xfqvg9clfxa,1376972539|43316,2,1,1
same_customer_duplicate_rows,1396010823,24049,133128,Practice Fusion,FULL_INTEGRATION,1,24049,Innovation Medical,2026-05-14 21:40:37,cmjxapvq100970xfqloq069qh,1396010823|133128,2,1,1
same_customer_duplicate_rows,1396010823,24049,133128,Practice Fusion,FULL_INTEGRATION,1,24049,Innovation Medical,2026-05-14 21:40:37,cmj98e8eo001v0xmu562zzhrc,1396010823|133128,2,1,1
same_customer_duplicate_rows,1396742128,2481,44210,ATHENA,FULL_INTEGRATION,1,2481,Castle Hills Family Medicine INT5,2026-05-14 21:40:37,cmjxaqbzr00dd0xfqiot8v0rk,1396742128|44210,2,1,1
same_customer_duplicate_rows,1396742128,2481,44210,ATHENA,FULL_INTEGRATION,1,2481,Castle Hills Family Medicine INT5,2026-05-14 21:40:37,cmj99oy9s001r0xj1o684ykan,1396742128|44210,2,1,1
same_customer_duplicate_rows,1396873196,4426,78052,MDHQ(Cerbo),FULL_INTEGRATION,1,4426,Bay Area Wellness,2026-05-14 21:40:37,cmj98pc58001b0xt5izteuctk,1396873196|78052,2,1,1
same_customer_duplicate_rows,1396873196,4426,78052,MDHQ(Cerbo),FULL_INTEGRATION,1,4426,Bay Area Wellness,2026-05-14 21:40:37,cmjxaq40u00bb0xfqsvwyv30f,1396873196|78052,2,1,1
same_customer_duplicate_rows,1407836224,13173,83668,Practice Fusion,FULL_INTEGRATION,1,13173,Lifespan Center for Integrative Medicine,2026-05-14 21:40:37,cmj98e8hp001x0xmuqckvxh5f,1407836224|83668,2,1,1
same_customer_duplicate_rows,1407836224,13173,83668,Practice Fusion,FULL_INTEGRATION,1,13173,Lifespan Center for Integrative Medicine,2026-05-14 21:40:37,cmjxapvxk00990xfqsr9iezx8,1407836224|83668,2,1,1
same_customer_duplicate_rows,1407943244,10030,83215,OptiMantra,FULL_INTEGRATION,1,10030,Cornerstone Progressive Health,2026-01-02 19:58:15,cmjxaql9e00fr0xfq4qfkgm35,1407943244|83215,2,1,1
same_customer_duplicate_rows,1407943244,10030,83215,OptiMantra,FULL_INTEGRATION,1,10030,Upstream Root Cause Medicine ,2026-03-12 16:37:41,"cmkzxxmsx0bf7d9966158fb7e
",1407943244|83215,2,1,1
same_customer_duplicate_rows,1427477306,2897,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,2897,Carpathia Collaborative,2026-05-14 21:40:37,cmjxap6zw002r0xfqvvoq9ck0,1427477306|45311,2,1,1
same_customer_duplicate_rows,1427477306,2897,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,2897,Carpathia Collaborative,2026-05-14 21:40:37,cmj99ijep00090xf1qd4uwa58,1427477306|45311,2,1,1
same_customer_duplicate_rows,1437118866,5087,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,5087,Be Well Family Care,2026-05-14 21:40:37,cmj99imkg001z0xf1i0hzhxn6,1437118866|5744,2,1,1
same_customer_duplicate_rows,1437118866,5087,5744,MDHQ(Cerbo),FULL_INTEGRATION,1,5087,Be Well Family Care,2026-05-14 21:40:37,cmjxapdm0004h0xfqc24quczm,1437118866|5744,2,1,1
same_customer_duplicate_rows,1437479029,10818,17147,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmjxaq19y00an0xfq6eyk2oxc,1437479029|17147,2,1,1
same_customer_duplicate_rows,1437479029,10818,17147,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmj98pb0n000n0xt5rap476oo,1437479029|17147,2,1,1
same_customer_duplicate_rows,1437543261,1375,43316,ATHENA,FULL_INTEGRATION,1,1375,Vine Medical Associates,2026-05-14 21:40:37,cmj99owwt000z0xj1zwjq2icq,1437543261|43316,2,1,1
same_customer_duplicate_rows,1437543261,1375,43316,ATHENA,FULL_INTEGRATION,1,1375,Vine Medical Associates,2026-05-14 21:40:37,cmjxaq90t00cl0xfqa4e1e865,1437543261|43316,2,1,1
same_customer_duplicate_rows,1447347323,7153,136913,Practice Fusion,FULL_INTEGRATION,1,7153,"Sun Valley Wellness, LLC",2026-05-14 21:40:37,cmjxapppx007n0xfq7qxeaqmy,1447347323|136913,2,1,1
same_customer_duplicate_rows,1447347323,7153,136913,Practice Fusion,FULL_INTEGRATION,1,7153,"Sun Valley Wellness, LLC",2026-05-14 21:40:37,cmj98e5pg000b0xmus7v60ofv,1447347323|136913,2,1,1
same_customer_duplicate_rows,1457367385,4756,5183,MDHQ(Cerbo),FULL_INTEGRATION,1,4756,Institute For Hormonal Balance,2026-05-14 21:40:37,cmj99il4s00170xf1s62l5lwz,1457367385|5183,2,1,1
same_customer_duplicate_rows,1457367385,4756,5183,MDHQ(Cerbo),FULL_INTEGRATION,1,4756,Institute For Hormonal Balance,2026-05-14 21:40:37,cmjxapaln003p0xfqh3fy20ez,1457367385|5183,2,1,1
same_customer_duplicate_rows,1457381964,1439,611,Practice Fusion,FULL_INTEGRATION,1,1439,Boone Heart and Wellness,2026-05-14 21:40:37,cmjxapp2y007h0xfqu4yj3vnk,1457381964|611,2,1,1
same_customer_duplicate_rows,1457381964,1439,611,Practice Fusion,FULL_INTEGRATION,1,1439,Boone Heart and Wellness,2026-05-14 21:40:37,cmj98e5fd00050xmucsxipe41,1457381964|611,2,1,1
multi_customer,1457616708,4317,71872,MDHQ(Cerbo),FULL_INTEGRATION,1,4317,The Wellness Institute of Dallas,2026-05-14 21:40:37,cmj99ikez000t0xf1m82njzmw,1457616708|71872,4,2,1
multi_customer,1457616708,4317,71872,MDHQ(Cerbo),FULL_INTEGRATION,1,4317,The Wellness Institute of Dallas,2026-05-14 21:40:37,cmjxap94d003b0xfqnxnfv381,1457616708|71872,4,2,1
multi_customer,1457616708,7121,71872,MDHQ(Cerbo),FULL_INTEGRATION,1,7121,Integrative Wellness Rx,2026-05-14 21:40:37,cmjxap1du001b0xfqrc9927i5,1457616708|71872,4,2,1
multi_customer,1457616708,7121,71872,MDHQ(Cerbo),FULL_INTEGRATION,1,7121,Integrative Wellness Rx,2026-05-14 21:40:37,cmj99ij3q00030xf1ibhcyj1a,1457616708|71872,4,2,1
same_customer_duplicate_rows,1467452565,3046,134386,ATHENA,FULL_INTEGRATION,1,3046,Hazlet Medical Services,2026-05-14 21:40:37,cmjxaq98c00cn0xfqokkabrhx,1467452565|134386,2,1,1
same_customer_duplicate_rows,1467452565,3046,134386,ATHENA,FULL_INTEGRATION,1,3046,Hazlet Medical Services,2026-05-14 21:40:37,cmj99ox0500110xj19thx1pqo,1467452565|134386,2,1,1
same_customer_duplicate_rows,1467478602,5630,6767,Practice Fusion,FULL_INTEGRATION,1,6201,Apollo Medical Associates,2026-05-14 21:40:37,cmj98e71z00130xmu53ooxyjm,1467478602|6767,2,1,1
same_customer_duplicate_rows,1467478602,5630,6767,Practice Fusion,FULL_INTEGRATION,1,6201,Apollo Medical Associates,2026-05-14 21:40:37,cmjxapspf008f0xfqrpfg2h6l,1467478602|6767,2,1,1
same_customer_duplicate_rows,1467740795,7160,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,7160,Carpathia Collaborative,2026-05-14 21:40:37,cmjxap6jg002n0xfq16u1gsiy,1467740795|45311,2,1,1
same_customer_duplicate_rows,1467740795,7160,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,7160,Carpathia Collaborative,2026-05-14 21:40:37,cmj99ij7h00050xf1x8357j9v,1467740795|45311,2,1,1
multi_customer,1467744847,12437,124546,ATHENA,FULL_INTEGRATION,1,12437,Palm Health,2026-05-14 21:40:37,cmjxap3j8001v0xfq83fsylu8,1467744847|124546,2,2,1
multi_customer,1467744847,14738,124546,ATHENA,FULL_INTEGRATION,1,14738,Palm Health,2026-05-14 21:40:37,cmjxap46p00210xfqk5pu777d,1467744847|124546,2,2,1
same_customer_duplicate_rows,1477517258,10820,17147,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmj98pb7f000r0xt5zxz80k23,1477517258|17147,2,1,1
same_customer_duplicate_rows,1477517258,10820,17147,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmjxaq1p800ar0xfqwqitu0y1,1477517258|17147,2,1,1
multi_customer,1487603155,3448,72244,Practice Fusion,FULL_INTEGRATION,1,3448,All Functional Health (Turlock),2026-05-14 21:40:37,cmj98e631000j0xmu1yrch1rg,1487603155|72244,4,2,1
multi_customer,1487603155,3448,72244,Practice Fusion,FULL_INTEGRATION,1,3448,All Functional Health (Turlock),2026-05-14 21:40:37,cmjxapqke007v0xfqsa59shcd,1487603155|72244,4,2,1
multi_customer,1487603155,3450,72244,Practice Fusion,FULL_INTEGRATION,1,3450,All Functional Health (San Ramon),2026-05-14 21:40:37,cmjxapqry007x0xfqd8jgvo7e,1487603155|72244,4,2,1
multi_customer,1487603155,3450,72244,Practice Fusion,FULL_INTEGRATION,1,3450,All Functional Health (San Ramon),2026-05-14 21:40:37,cmj98e66l000l0xmul5mienw6,1487603155|72244,4,2,1
same_customer_duplicate_rows,1487883203,21714,611,Practice Fusion,FULL_INTEGRATION,1,1439,Balanced Well-Being Healthcare,2026-05-14 21:40:37,cmjxappie007l0xfqzzi8f1zx,1487883203|611,2,1,1
same_customer_duplicate_rows,1487883203,21714,611,Practice Fusion,FULL_INTEGRATION,1,1439,Balanced Well-Being Healthcare,2026-05-14 21:40:37,cmj98e5m400090xmu8qpdsvmz,1487883203|611,2,1,1
multi_customer,1487999850,10335,15956,MDHQ(Cerbo),FULL_INTEGRATION,1,10335,FUNCTIONAL MEDICINE OF NORTH IDAHO,2026-05-14 21:40:37,c0000CMYCWWC500T3I1A85BHS,1487999850|15956,2,2,1
multi_customer,1487999850,7163,15956,MDHQ(Cerbo),FULL_INTEGRATION,1,7163,FUNCTIONAL MEDICINE OF NORTH IDAHO,2026-05-14 21:40:37,cmjxaqte400hv0xfqookyyb38,1487999850|15956,2,2,1
multi_vendor,1497706162,8103,51875,PraxisEMR,FULL_INTEGRATION,1,8103,Causenta Wellness,2026-05-14 21:40:37,cmjklx72y00e10xfeopibwiw8,1497706162|51875,2,1,2
multi_vendor,1497706162,8103,51875,MDHQ(Cerbo),FULL_INTEGRATION,1,8105,Causenta Wellness,2026-05-14 21:40:37,cmjklx76b00e30xfe8m9aiwq5,1497706162|51875,2,1,2
same_customer_duplicate_rows,1518001098,1623,887,POWER2PRACTICE,FULL_INTEGRATION,1,1623,In2Great,2026-05-14 21:40:37,cmj99ozgv002f0xj1c18qrwjv,1518001098|887,2,1,1
same_customer_duplicate_rows,1518001098,1623,887,POWER2PRACTICE,FULL_INTEGRATION,1,1623,In2Great,2026-05-14 21:40:37,cmjxaqfd000e90xfqi19mtvd2,1518001098|887,2,1,1
multi_customer,1518987338,11732,17147,,ORDER_ONLY,0,,Parsley Health (4),2026-06-11 23:53:05,cmqa5kvkp00240x96a0dotgz5,1518987338|17147,2,2,1
multi_customer,1518987338,14940,17147,,ORDER_ONLY,0,,Parsley Health Virtual/Complete Care Anywhere,2026-06-11 23:53:05,cmqa5kvkr003e0x96d63wz8rw,1518987338|17147,2,2,1
same_customer_duplicate_rows,1528034592,5259,6008,POWER2PRACTICE,FULL_INTEGRATION,1,5259,The Missing Peace,2026-05-14 21:40:37,cmjxaqgf900ej0xfq5n376kh3,1528034592|6008,2,1,1
same_customer_duplicate_rows,1528034592,5259,6008,POWER2PRACTICE,FULL_INTEGRATION,1,5259,The Missing Peace,2026-05-14 21:40:37,cmj99ozyk002p0xj11zsar6h5,1528034592|6008,2,1,1
same_customer_duplicate_rows,1548481203,2306,76723,POWER2PRACTICE,FULL_INTEGRATION,1,2306,Nurture Functional Medicine,2026-05-14 21:40:37,cmjxaqgud00en0xfqcys0wjb5,1548481203|76723,2,1,1
same_customer_duplicate_rows,1548481203,2306,76723,POWER2PRACTICE,FULL_INTEGRATION,1,2306,Nurture Functional Medicine,2026-05-14 21:40:37,cmj99p05e002t0xj1kg9xd7ac,1548481203|76723,2,1,1
same_customer_duplicate_rows,1568420909,1455,75064,ATHENA,FULL_INTEGRATION,1,1455,Littleton OBGYN,2026-05-14 21:40:37,cmjxaqd1d00dn0xfqqp29s2gd,1568420909|75064,2,1,1
same_customer_duplicate_rows,1568420909,1455,75064,ATHENA,FULL_INTEGRATION,1,1455,Littleton OBGYN,2026-05-14 21:40:37,cmj99oyrg00210xj1p804ta76,1568420909|75064,2,1,1
same_customer_duplicate_rows,1568449668,6201,6767,Practice Fusion,FULL_INTEGRATION,1,6201,Apollo Medical Associates,2026-05-14 21:40:37,cmj98e6ue000z0xmu8li20a1u,1568449668|6767,2,1,1
same_customer_duplicate_rows,1568449668,6201,6767,Practice Fusion,FULL_INTEGRATION,1,6201,Apollo Medical Associates,2026-05-14 21:40:37,cmjxaps9s008b0xfqdcoprj64,1568449668|6767,2,1,1
