reason,customer_npi,customer_id,clinic_id,vendor,integration_type,result_enabled,msh06_receiving_facility,clinic_name,updated_at,id,collision_key,rows_in_key,distinct_customers,distinct_vendors
same_customer_duplicate_rows,1013965045,6200,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,6200,Carpathia Collaborative,2026-05-14 21:40:37,cmjxap8h900350xfqq00rdqh8,1013965045|45311,2,1,1
same_customer_duplicate_rows,1013965045,6200,45311,MDHQ(Cerbo),FULL_INTEGRATION,1,6200,Carpathia Collaborative,2026-05-14 21:40:37,cmj99ik4f000n0xf1ae3lfh2f,1013965045|45311,2,1,1
same_customer_duplicate_rows,1023218161,10833,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmj98pan7000f0xt5dqqfw3w6,1023218161|5759,2,1,1
same_customer_duplicate_rows,1023218161,10833,5759,MDHQ(Cerbo),FULL_INTEGRATION,1,4630,Parsley Health SF,2026-05-14 21:40:37,cmjxaq0fa00af0xfqg0r597wn,1023218161|5759,2,1,1
same_customer_duplicate_rows,1053388504,21809,101905,Practice Fusion,FULL_INTEGRATION,1,21809,Vitruvia,2026-05-14 21:40:37,cmj98e87p001r0xmuo3gz4kw2,1053388504|101905,2,1,1
same_customer_duplicate_rows,1053388504,21809,101905,Practice Fusion,FULL_INTEGRATION,1,21809,Vitruvia,2026-05-14 21:40:37,cmjxapvax00930xfqb7mt7b8a,1053388504|101905,2,1,1
same_customer_duplicate_rows,1063719011,2180,1850,MDHQ(Cerbo),FULL_INTEGRATION,1,2180,Living Well Dallas,2026-05-14 21:40:37,cmjxaq4nt00bh0xfqz57g0r0n,1063719011|1850,2,1,1
same_customer_duplicate_rows,1063719011,2180,1850,MDHQ(Cerbo),FULL_INTEGRATION,1,2180,Living Well Dallas,2026-05-14 21:40:37,cmj99imz700270xf15eqoan2i,1063719011|1850,2,1,1
same_customer_duplicate_rows,1073568739,10822,80461,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmj98pbaw000t0xt5v90fo52a,1073568739|80461,2,1,1
same_customer_duplicate_rows,1073568739,10822,80461,MDHQ(Cerbo),FULL_INTEGRATION,1,10818,Parsley Health Virtual/Complete Care Anywhere,2026-05-14 21:40:37,cmjxaq1yd00at0xfqpuhczwgb,1073568739|80461,2,1,1
same_customer_duplicate_rows,1073801619,9088,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmjxaq71g00c30xfqv0nh1kvk,1073801619|13505,2,1,1
same_customer_duplicate_rows,1073801619,9088,13505,MDHQ(Cerbo),FULL_INTEGRATION,1,9075,Turnpaugh Health and Wellness Center,2026-05-14 21:40:37,cmj99ow7i000l0xj1dbp6y3p9,1073801619|13505,2,1,1
same_customer_duplicate_rows,1073868139,1490,683,ATHENA,FULL_INTEGRATION,1,1490,"Bradley Axline, MD",2026-05-14 21:40:37,cmj99oy2m001n0xj1pprz9fl0,1073868139|683,2,1,1
same_customer_duplicate_rows,1073868139,1490,683,ATHENA,FULL_INTEGRATION,1,1490,"Bradley Axline, MD",2026-05-14 21:40:37,cmjxaqbkp00d90xfqzf1y2n7b,1073868139|683,2,1,1
same_customer_duplicate_rows,1083010516,9022,124202,Practice Fusion,FULL_INTEGRATION,1,9022,Northern Sun Family Healthcare,2026-05-14 21:40:37,cmj98e6gs000r0xmutjvzgc97,1083010516|124202,2,1,1
same_customer_duplicate_rows,1083010516,9022,124202,Practice Fusion,FULL_INTEGRATION,1,9022,Northern Sun Family Healthcare,2026-05-14 21:40:37,cmjxaprf000830xfqk6ko8lrh,1083010516|124202,2,1,1
same_customer_duplicate_rows,1083683106,4755,5183,MDHQ(Cerbo),FULL_INTEGRATION,1,4755,Institute For Hormonal Balance,2026-05-14 21:40:37,cmjxaq3t900b90xfq6pm7hlrr,1083683106|5183,2,1,1
same_customer_duplicate_rows,1083683106,4755,5183,MDHQ(Cerbo),FULL_INTEGRATION,1,4755,Institute For Hormonal Balance,2026-05-14 21:40:37,cmj98pc1w00190xt5zmk3ujqn,1083683106|5183,2,1,1
same_customer_duplicate_rows,1083692719,5880,79705,MDHQ(Cerbo),FULL_INTEGRATION,1,5880,Clear Path Wellness,2026-05-14 21:40:37,cmjxapbgb003x0xfqgoiz0dxl,1083692719|79705,2,1,1
same_customer_duplicate_rows,1083692719,5880,79705,MDHQ(Cerbo),FULL_INTEGRATION,1,5880,Clear Path Wellness,2026-05-14 21:40:37,cmj99iljk001f0xf15ogk4w4u,1083692719|79705,2,1,1
same_customer_duplicate_rows,1083738330,6119,49109,Practice Fusion,FULL_INTEGRATION,1,6119,Greenhouse Natural Medicine,2026-05-14 21:40:37,cmjxapove007f0xfqfrvn0h04,1083738330|49109,2,1,1
same_customer_duplicate_rows,1083738330,6119,49109,Practice Fusion,FULL_INTEGRATION,1,6119,Greenhouse Natural Medicine,2026-05-14 21:40:37,cmj98e5by00030xmu0hbj5off,1083738330|49109,2,1,1
multi_customer+multi_vendor,1083747265,2780,121565,eClinicalWorks,FULL_INTEGRATION,1,2780,Atlanta Functional Medicine,2026-05-14 21:40:37,cmjklwywj008v0xfei8ycsg6p,1083747265|121565,3,2,2
multi_customer+multi_vendor,1083747265,4400,121565,MDHQ(Cerbo),FULL_INTEGRATION,1,4400,Atlanta Integrative and Internal Medicine,2026-05-14 21:40:37,cmjxap9qx003h0xfqfqtogsgn,1083747265|121565,3,2,2
multi_customer+multi_vendor,1083747265,4400,121565,MDHQ(Cerbo),FULL_INTEGRATION,1,4400,Atlanta Integrative and Internal Medicine,2026-05-14 21:40:37,cmj99ikpw000z0xf1cmolp4z4,1083747265|121565,3,2,2
same_customer_duplicate_rows,1083921928,7271,9899,Practice Fusion,FULL_INTEGRATION,1,7271,New Horizons Integrative Medicine,2026-05-14 21:40:37,cmj98e5w1000f0xmu281ppaf4,1083921928|9899,2,1,1
same_customer_duplicate_rows,1083921928,7271,9899,Practice Fusion,FULL_INTEGRATION,1,7271,New Horizons Integrative Medicine,2026-05-14 21:40:37,cmjxapq54007r0xfq82ou5y7i,1083921928|9899,2,1,1
same_customer_duplicate_rows,1093706293,2480,44210,ATHENA,FULL_INTEGRATION,1,2480,Castle Hills Family Medicine INT5,2026-05-14 21:40:37,cmjxaqbs900db0xfqlj228wns,1093706293|44210,2,1,1
same_customer_duplicate_rows,1093706293,2480,44210,ATHENA,FULL_INTEGRATION,1,2480,Castle Hills Family Medicine INT5,2026-05-14 21:40:37,cmj99oy62001p0xj1w1r0jtj7,1093706293|44210,2,1,1
same_customer_duplicate_rows,1093979114,7272,9899,Practice Fusion,FULL_INTEGRATION,1,7272,New Horizons Integrative Medicine,2026-05-14 21:40:37,cmj98e5zh000h0xmuxh27wxyt,1093979114|9899,2,1,1
same_customer_duplicate_rows,1093979114,7272,9899,Practice Fusion,FULL_INTEGRATION,1,7272,New Horizons Integrative Medicine,2026-05-14 21:40:37,cmjxapqcn007t0xfqvinrt6b6,1093979114|9899,2,1,1
